learner_id,certification_id,module_id,module_name,completion_status,completion_score,completed_on,source_system
L03996,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-02-28,LMS
L03996,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,97,2026-04-03,LMS
L03997,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,75,2026-03-15,LMS
L03997,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,89,2026-04-05,LMS
L03997,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,79,2026-04-27,LMS
L03998,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,95,2026-04-12,LMS
L03998,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,77,2026-05-09,LMS
L03998,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,99,2026-03-28,LMS
L03999,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,99,2026-04-10,LMS
L03999,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-04-11,LMS
L03999,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,76,2026-05-30,LMS
L04000,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,99,2026-02-07,LMS
L04000,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04000,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,92,2026-02-18,LMS
L04001,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,89,2026-03-12,LMS
L04001,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04001,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,84,2026-02-12,LMS
L04002,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,95,2026-02-13,LMS
L04002,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,71,2026-02-13,LMS
L04002,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,74,2026-06-01,LMS
L04003,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,88,2026-02-17,LMS
L04003,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,69,2026-02-20,LMS
L04003,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,90,2026-03-27,LMS
L04004,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,70,2026-04-01,LMS
L04004,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,70,2026-03-17,LMS
L04004,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,76,2026-03-11,LMS
L04005,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,74,2026-03-14,LMS
L04005,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,67,2026-02-07,LMS
L04005,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,87,2026-02-10,LMS
L04006,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,76,2026-02-12,LMS
L04006,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04006,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,91,2026-05-11,LMS
L04007,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,68,2026-05-17,LMS
L04007,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04007,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,89,2026-05-29,LMS
L04008,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L04008,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04008,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,78,2026-05-07,LMS
L04009,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,75,2026-02-25,LMS
L04009,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,71,2026-05-23,LMS
L04009,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L04010,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,74,2026-03-22,LMS
L04010,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,91,2026-05-09,LMS
L04010,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L04011,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,66,2026-02-21,LMS
L04011,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,68,2026-04-20,LMS
L04011,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,86,2026-02-08,LMS
L04012,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,82,2026-03-13,LMS
L04012,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04012,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,70,2026-04-18,LMS
L04013,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,88,2026-03-10,LMS
L04013,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-03-21,LMS
L04013,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,72,2026-03-15,LMS
L04014,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,71,2026-05-03,LMS
L04014,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,75,2026-03-05,LMS
L04014,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,100,2026-02-24,LMS
L04015,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L04015,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,90,2026-04-03,LMS
L04015,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L04016,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,77,2026-04-03,LMS
L04016,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,86,2026-02-10,LMS
L04016,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,80,2026-02-09,LMS
L04017,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L04017,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,69,2026-02-14,LMS
L04017,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L04018,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,71,2026-02-16,LMS
L04018,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,89,2026-05-29,LMS
L04018,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L04019,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,88,2026-02-12,LMS
L04019,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-03-01,LMS
L04019,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,66,2026-03-08,LMS
L04020,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-05-24,LMS
L04020,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,97,2026-04-01,LMS
L04020,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,76,2026-03-19,LMS
L04021,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-02-17,LMS
L04021,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04021,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,92,2026-04-20,LMS
L04022,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,88,2026-04-24,LMS
L04022,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,88,2026-03-16,LMS
L04022,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,71,2026-06-04,LMS
L04023,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,94,2026-03-02,LMS
L04023,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,81,2026-06-01,LMS
L04023,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,79,2026-04-04,LMS
L04024,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,66,2026-05-27,LMS
L04024,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,87,2026-05-06,LMS
L04024,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,96,2026-05-14,LMS
L04025,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,86,2026-05-11,LMS
L04025,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,88,2026-04-26,LMS
L04025,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L04026,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,84,2026-03-17,LMS
L04026,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,71,2026-02-28,LMS
L04026,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,68,2026-04-02,LMS
L04027,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,95,2026-06-04,LMS
L04027,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,89,2026-05-11,LMS
L04027,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,69,2026-03-22,LMS
L04028,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L04028,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04028,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,86,2026-02-28,LMS
L04029,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,85,2026-05-04,LMS
L04029,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04029,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,93,2026-05-25,LMS
L04030,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L04030,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,96,2026-05-08,LMS
L04030,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L04031,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,97,2026-04-07,LMS
L04031,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,78,2026-06-02,LMS
L04031,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,98,2026-05-13,LMS
L04032,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,93,2026-04-11,LMS
L04032,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,93,2026-02-28,LMS
L04032,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,79,2026-03-14,LMS
L04033,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-06-04,LMS
L04033,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04033,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,98,2026-05-31,LMS
L04034,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,90,2026-05-26,LMS
L04034,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04034,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,71,2026-04-03,LMS
L04035,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-03-16,LMS
L04035,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,97,2026-03-07,LMS
L04035,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,65,2026-02-07,LMS
L04036,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L04036,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04036,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,73,2026-05-23,LMS
L04037,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,92,2026-03-06,LMS
L04037,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,79,2026-05-23,LMS
L04037,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,72,2026-05-13,LMS
L04038,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,94,2026-05-05,LMS
L04038,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,90,2026-03-28,LMS
L04038,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L04039,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,71,2026-02-13,LMS
L04039,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04039,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L04040,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,90,2026-03-02,LMS
L04040,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,79,2026-02-07,LMS
L04040,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L04041,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L04041,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,80,2026-02-09,LMS
L04041,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,100,2026-05-08,LMS
L04042,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-04-29,LMS
L04042,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,84,2026-05-15,LMS
L04042,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,94,2026-02-07,LMS
L04043,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,86,2026-03-24,LMS
L04043,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-04-04,LMS
L04043,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,92,2026-04-13,LMS
L04044,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-04-29,LMS
L04044,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-02-16,LMS
L04044,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,96,2026-02-13,LMS
L04045,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,71,2026-05-30,LMS
L04045,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04045,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,78,2026-02-23,LMS
L04046,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,90,2026-05-06,LMS
L04046,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,76,2026-05-27,LMS
L04046,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L04047,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-05-19,LMS
L04047,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-04-12,LMS
L04047,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,66,2026-04-12,LMS
L04048,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,96,2026-03-12,LMS
L04048,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04048,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,71,2026-05-07,LMS
L04049,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,91,2026-03-23,LMS
L04049,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,87,2026-02-10,LMS
L04049,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,88,2026-02-17,LMS
L04050,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,97,2026-04-16,LMS
L04050,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,91,2026-05-27,LMS
L04050,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,98,2026-05-29,LMS
L04051,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,82,2026-02-10,LMS
L04051,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04051,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,74,2026-03-26,LMS
L04052,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,90,2026-03-17,LMS
L04052,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,74,2026-03-10,LMS
L04052,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,65,2026-05-04,LMS
L04053,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,97,2026-03-31,LMS
L04053,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,83,2026-02-11,LMS
L04053,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,93,2026-05-08,LMS
L04054,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,85,2026-03-21,LMS
L04054,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,80,2026-02-24,LMS
L04054,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,66,2026-04-12,LMS
L04055,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,93,2026-05-03,LMS
L04055,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,82,2026-04-28,LMS
L04055,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,98,2026-05-05,LMS
L04056,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,66,2026-04-10,LMS
L04056,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L04056,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,67,2026-02-09,LMS
L04057,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,70,2026-03-29,LMS
L04057,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,79,2026-06-06,LMS
