learner_id,employee_id,certification_id,canonical_term,lms_claimed_ready,truth_certification_ready,block_reason,risk_level,recommended_action,evaluated_on
L05758,E05758,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05759,E05759,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05767,E05767,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05771,E05771,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05772,E05772,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05774,E05774,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05780,E05780,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05781,E05781,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05782,E05782,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05783,E05783,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05785,E05785,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05787,E05787,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05789,E05789,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05790,E05790,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05792,E05792,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05794,E05794,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05796,E05796,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05799,E05799,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05806,E05806,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05807,E05807,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05809,E05809,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05811,E05811,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05818,E05818,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05820,E05820,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05821,E05821,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05824,E05824,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05825,E05825,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05827,E05827,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05828,E05828,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05831,E05831,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05836,E05836,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05839,E05839,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05840,E05840,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05841,E05841,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05843,E05843,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05846,E05846,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05847,E05847,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05848,E05848,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
