learner_id,certification_id,lab_id,lab_name,completion_status,completed_on,source_system
L06272,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-03,LabPlatform
L06272,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-25,LabPlatform
L06273,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-17,LabPlatform
L06273,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-01,LabPlatform
L06274,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-26,LabPlatform
L06274,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06275,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-22,LabPlatform
L06275,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06276,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-12,LabPlatform
L06276,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06277,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-25,LabPlatform
L06277,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-29,LabPlatform
L06278,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-01,LabPlatform
L06278,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-16,LabPlatform
L06279,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-30,LabPlatform
L06279,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,failed,2026-05-21,LabPlatform
L06280,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-13,LabPlatform
L06280,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06281,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-25,LabPlatform
L06281,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06282,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-12,LabPlatform
L06282,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-01,LabPlatform
L06283,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-06,LabPlatform
L06283,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-03,LabPlatform
L06284,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-25,LabPlatform
L06284,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06285,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-01,LabPlatform
L06285,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-19,LabPlatform
L06286,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06286,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,failed,2026-03-10,LabPlatform
L06287,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-01,LabPlatform
L06287,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-05,LabPlatform
L06288,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06288,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06289,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-02,LabPlatform
L06289,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-12,LabPlatform
L06290,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-16,LabPlatform
L06290,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-05,LabPlatform
L06291,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-01,LabPlatform
L06291,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-19,LabPlatform
L06292,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-27,LabPlatform
L06292,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-09,LabPlatform
L06293,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06293,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-03,LabPlatform
L06294,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-27,LabPlatform
L06294,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06295,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-15,LabPlatform
L06295,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-02,LabPlatform
L06296,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06296,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06297,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-23,LabPlatform
L06297,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-07,LabPlatform
L06298,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-22,LabPlatform
L06298,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-25,LabPlatform
L06299,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06299,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06300,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-24,LabPlatform
L06300,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-06,LabPlatform
L06301,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-23,LabPlatform
L06301,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-30,LabPlatform
L06302,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-16,LabPlatform
L06302,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06303,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06303,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-18,LabPlatform
L06304,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-04,LabPlatform
L06304,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-29,LabPlatform
L06305,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-21,LabPlatform
L06305,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06306,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-07,LabPlatform
L06306,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-27,LabPlatform
L06307,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-22,LabPlatform
L06307,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-25,LabPlatform
L06308,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-18,LabPlatform
L06308,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-16,LabPlatform
L06309,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-16,LabPlatform
L06309,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06310,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-02,LabPlatform
L06310,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-12,LabPlatform
L06311,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-03-22,LabPlatform
L06311,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-22,LabPlatform
L06312,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-02,LabPlatform
L06312,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06313,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-02,LabPlatform
L06313,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06314,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-04,LabPlatform
L06314,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-25,LabPlatform
L06315,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-25,LabPlatform
L06315,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06316,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-26,LabPlatform
L06316,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-01,LabPlatform
L06317,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-29,LabPlatform
L06317,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06318,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-31,LabPlatform
L06318,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,failed,2026-04-08,LabPlatform
L06319,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-08,LabPlatform
L06319,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06320,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06320,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-30,LabPlatform
L06321,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-12,LabPlatform
L06321,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06322,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-21,LabPlatform
L06322,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-19,LabPlatform
L06323,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-13,LabPlatform
L06323,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06324,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-23,LabPlatform
L06324,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-10,LabPlatform
L06325,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-26,LabPlatform
L06325,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06326,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06326,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-22,LabPlatform
L06327,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-11,LabPlatform
L06327,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06328,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06328,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-22,LabPlatform
L06329,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06329,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06330,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-05,LabPlatform
L06330,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-31,LabPlatform
L06331,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,failed,2026-04-18,LabPlatform
L06331,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-10,LabPlatform
L06332,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06332,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06333,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06333,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-06,LabPlatform
L06334,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-29,LabPlatform
L06334,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06335,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-26,LabPlatform
L06335,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-11,LabPlatform
L06336,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06336,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-27,LabPlatform
L06337,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06337,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06338,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-06,LabPlatform
L06338,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06339,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-16,LabPlatform
L06339,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06340,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-26,LabPlatform
L06340,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06341,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-22,LabPlatform
L06341,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-23,LabPlatform
L06342,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-20,LabPlatform
L06342,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06343,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06343,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06344,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-16,LabPlatform
L06344,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06345,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06345,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06346,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-29,LabPlatform
L06346,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06347,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-08,LabPlatform
L06347,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-06-01,LabPlatform
L06348,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-19,LabPlatform
L06348,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06349,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-11,LabPlatform
L06349,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-13,LabPlatform
L06350,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-14,LabPlatform
L06350,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06351,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-12,LabPlatform
L06351,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-18,LabPlatform
L06352,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06352,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06353,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-22,LabPlatform
L06353,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06354,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-28,LabPlatform
L06354,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-25,LabPlatform
L06355,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06355,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-17,LabPlatform
L06356,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06356,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-14,LabPlatform
L06357,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-31,LabPlatform
L06357,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-17,LabPlatform
L06358,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-03-28,LabPlatform
L06358,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06359,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-25,LabPlatform
L06359,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-19,LabPlatform
L06360,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-17,LabPlatform
L06360,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-21,LabPlatform
L06361,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-06-01,LabPlatform
L06361,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-17,LabPlatform
L06362,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06362,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-20,LabPlatform
L06363,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06363,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-22,LabPlatform
L06364,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-15,LabPlatform
L06364,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-05-05,LabPlatform
L06365,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06365,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06366,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-28,LabPlatform
L06366,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-03-30,LabPlatform
L06367,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,missing,,LabPlatform
L06367,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-12,LabPlatform
L06368,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-14,LabPlatform
L06368,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,missing,,LabPlatform
L06369,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-04-10,LabPlatform
L06369,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-13,LabPlatform
L06370,cert-enterprise-ai-safety,lab-redteam,Red Team Review Lab,passed,2026-05-11,LabPlatform
L06370,cert-enterprise-ai-safety,lab-escalation,Manager Escalation Lab,passed,2026-04-26,LabPlatform
